Sample ID,Date Extracted,Phycoerytherin Final Adjusted Concentration (?g/L),Phycocyanin Final Adjusted Concentration (?g/L),Chlorophyll a Final Adjusted Concentration (?g/L),PE:PC,PE:Chla,PC:Chla,Temp,Salinity,Nitrate,Phosphate (uM),Adj Tidal Ht,Latitude,Longitude
AR1,4/28/2021,0,0.309,6.3651,0,0,0.048545977,24,,,,5.6459,32.77628333,-79.95345
AR2,4/28/2021,0.002,0.232,4.3181,0.00862069,0.000463167,0.053727334,24.5,,,,5.4035,32.78831111,-79.96333889
AR3,4/28/2021,0.005,0.372,9.2111,0.01344086,0.000542823,0.040386056,22,,,,5.9171,32.83527222,-79.98680278
CC1,4/28/2021,,,,,,,,,,,,32.76276389,-79.856175
CH1,4/28/2021,0.001,0.425,8.7371,0.002352941,0.000114454,0.048643142,24,,,,5.4708,32.75498056,-79.91612222
CH2,4/28/2021,0.001,0.219,2.8791,0.00456621,0.000347331,0.076065437,24,,,,5.41,32.79008333,-79.911
CH3,4/28/2021,0.003,0.136,4.7626,0.022058824,0.000629908,0.028555831,25,,,,5.64,32.77161667,-79.92473333
CS1,4/28/2021,0.002,0.294,7.8491,0.006802721,0.000254806,0.037456524,23,,,,5.564,32.71671667,-79.93056389
FB1,4/28/2021,0.003,0.277,5.8561,0.010830325,0.000512286,0.047301105,22,,,,5.5449,32.66033611,-79.94351111
FC1,4/28/2021,0.003,0.308,2.2816,0.00974026,0.001314867,0.134992987,21,,,,5.4075,32.89123611,-79.97089167
HC1,4/28/2021,0.002,0.147,4.1841,0.013605442,0.000478,0.035133004,24.5,,,,5.6959,32.82426944,-79.88969167
HC2,4/28/2021,0.002,0.233,3.7206,0.008583691,0.000537548,0.062624308,23,,,,5.6959,32.82524444,-79.87728611
JIC1,4/28/2021,0.003,0.222,6.8816,0.013513514,0.000435945,0.03225994,24.5,,,,5.7018,32.75069722,-79.95013333
JIC2,4/28/2021,0.003,0.306,5.2226,0.009803922,0.000574427,0.058591506,22.5,,,,5.763,32.7445,-79.97116667
SC1,4/28/2021,0.003,0.298,4.5221,0.010067114,0.000663409,0.065898587,24,,,,4.9896,32.79041667,-79.88506389
SC2,4/28/2021,0.002,0.277,4.5641,0.007220217,0.000438202,0.060691045,22.5,,,,4.6431,32.79319444,-79.87646389
SC3,4/28/2021,0.003,0.232,2.9186,0.012931034,0.00102789,0.079490167,22.5,,,,4.6431,32.80481667,-79.86159722
SR1,4/28/2021,0.002,0.248,4.1641,0.008064516,0.000480296,0.059556687,22,,,,5.6459,32.66838056,-79.99750278
WC1,4/28/2021,0.002,0.344,5.4336,0.005813953,0.00036808,0.063309776,21.5,,,,5.5539,32.76715278,-79.97273889
WR1,4/28/2021,0,0.212,4.2571,0,0,0.049799159,24,,,,5.7783,32.85537778,-79.90159167
AR1,5/5/2021,0.001,0.101,4.4225,0.00990099,0.000226116,0.022837761,25.5,,,,1.2285,32.77628333,-79.95345
AR2,5/5/2021,0.009,0.16,12.829,0.05625,0.000701536,0.012471744,25,,,,1.491,32.78831111,-79.96333889
AR3,5/5/2021,0.005,0.223,7.668,0.022421525,0.000652061,0.029081899,25,,,,1.491,32.83527222,-79.98680278
CC1,5/5/2021,0.004,0.206,7.061,0.019417476,0.000566492,0.029174338,25,,,,0.551,32.76276389,-79.856175
CH1,5/5/2021,0.014,0.362,8.3355,0.038674033,0.001679563,0.043428709,24,,,,0.74,32.75498056,-79.91612222
CH2,5/5/2021,0.002,0.171,2.299,0.011695906,0.000869943,0.074380165,24,,,,0.38,32.79008333,-79.911
CH3,5/5/2021,0.004,0.068,7.793,0.058823529,0.000513281,0.00872578,25.5,,,,0.36,32.77161667,-79.92473333
CS1,5/5/2021,0.005,0.207,9.2695,0.024154589,0.000539403,0.022331302,26.5,,,,0.34,32.71671667,-79.93056389
FB1,5/5/2021,0.007,0.134,15.35,0.052238806,0.000456026,0.008729642,26,,,,0.361,32.66033611,-79.94351111
FC1,5/5/2021,0.003,0.183,3.4765,0.016393443,0.000862937,0.052639149,24.5,,,,1.7,32.89123611,-79.97089167
HC1,5/5/2021,0.003,0.173,3.6375,0.01734104,0.000824742,0.047560137,25,,,,0.323,32.82426944,-79.88969167
HC2,5/5/2021,0.005,0.208,6.7745,0.024038462,0.000738062,0.030703373,25.5,,,,0.323,32.82524444,-79.87728611
JIC1,5/5/2021,0.003,0.052,8.0105,0.057692308,0.000374508,0.00649148,25,,,,0.987,32.75069722,-79.95013333
JIC2,5/5/2021,0.006,0.381,9.961,0.015748031,0.000602349,0.038249172,27,,,,0.777,32.7445,-79.97116667
SC1,5/5/2021,0.016,0.132,4.282,0.121212121,0.003736572,0.030826716,26.5,,,,0.45,32.79041667,-79.88506389
SC2,5/5/2021,0.002,0,2.258,0,0.00088574,0,26,,,,0.52,32.79319444,-79.87646389
SC3,5/5/2021,0.006,0.09,6.5615,0.066666667,0.000914425,0.013716376,26,,,,0.52,32.80481667,-79.86159722
SR1,5/5/2021,0.039,0.193,4.3615,0.202072539,0.008941878,0.044250831,25.5,,,,0.551,32.66838056,-79.99750278
WC1,5/5/2021,0.002,0.14,3.2965,0.014285714,0.000606704,0.042469286,25.5,,,,0.9306,32.76715278,-79.97273889
WR1,5/5/2021,0.004,0.076,3.7085,0.052631579,0.001078603,0.020493461,25.5,,,,0.342,32.85537778,-79.90159167
AR1,5/19/2021,0.0052,0.196,5.3418,0.026530612,0.000973455,0.036691752,25,,,,0.756,32.77628333,-79.95345
AR2,5/19/2021,0.0022,0.343,7.4638,0.006413994,0.000294756,0.045955143,25,,,,0.693,32.78831111,-79.96333889
AR3,5/19/2021,0.0062,0.36,9.4148,0.017222222,0.000658538,0.038237668,24,,,,0.756,32.83527222,-79.98680278
CC1,5/19/2021,0.0042,0.196,8.2463,0.021428571,0.000509319,0.023768235,24.5,,,,1.045,32.76276389,-79.856175
CH1,5/19/2021,0.0052,0.391,7.7443,0.013299233,0.000671462,0.050488747,25,,,,0.94,32.75498056,-79.91612222
CH2,5/19/2021,0.0032,0.159,4.5388,0.020125786,0.000705032,0.035031286,25,,,,1.5,32.79008333,-79.911
CH3,5/19/2021,0.0012,0.092,6.1553,0.013043478,0.000194954,0.014946469,25,,,,2.24,32.77161667,-79.92473333
CS1,5/19/2021,0.0062,0.188,5.5058,0.032978723,0.001126085,0.03414581,24.5,,,,1.7646,32.71671667,-79.93056389
FB1,5/19/2021,0.0052,0.311,9.9053,0.016720257,0.000524971,0.031397333,24.5,,,,1.425,32.66033611,-79.94351111
FC1,5/19/2021,0.0072,0.427,9.3573,0.016861827,0.000769453,0.045632821,28,,,,0.64,32.89123611,-79.97089167
HC1,5/19/2021,0.0022,0.204,7.3078,0.010784314,0.000301048,0.027915378,25.5,,,,1.6435,32.82426944,-79.88969167
HC2,5/19/2021,0.0042,0.368,4.6948,0.011413043,0.000894607,0.078384596,26,,,,1.6435,32.82524444,-79.87728611
JIC1,5/19/2021,0.0042,0.27,6.1973,0.015555556,0.000677714,0.04356736,25.5,,,,0.8505,32.75069722,-79.95013333
JIC2,5/19/2021,0.0062,0.381,6.7218,0.016272966,0.000922372,0.056681246,25,,,,0.987,32.7445,-79.97116667
SC1,5/19/2021,0.0042,0.27,3.9563,0.015555556,0.001061598,0.068245583,26,,,,1.29,32.79041667,-79.88506389
SC2,5/19/2021,0.0062,0.319,2.4558,0.019435737,0.002524636,0.129896571,25.5,,,,2.5,32.79319444,-79.87646389
SC3,5/19/2021,0.0012,0.274,3.4083,0.004379562,0.000352082,0.080391984,25,,,,2.5,32.80481667,-79.86159722
SR1,5/19/2021,0.0062,0.267,6.0023,0.023220974,0.001032937,0.044482948,28.5,,,,1.045,32.66838056,-79.99750278
WC1,5/19/2021,0.0072,0.326,6.6958,0.02208589,0.001075301,0.048687237,24.5,,,,0.8019,32.76715278,-79.97273889
WR1,5/19/2021,0.0042,0.347,5.9428,0.012103746,0.000706738,0.058389985,25.5,,,,1.881,32.85537778,-79.90159167
AR1,5/26/2021,0.008,0.32,6.4536,0.025,0.001239618,0.049584728,26.5,,,,5.4338,32.77628333,-79.95345
AR2,5/26/2021,0.002,0.355,6.3216,0.005633803,0.000316376,0.056156669,26.5,,,,5.4338,32.78831111,-79.96333889
AR3,5/26/2021,0.005,0.315,13.0881,0.015873016,0.000382026,0.024067665,26.5,,,,5.6603,32.83527222,-79.98680278
CC1,5/26/2021,0.004,0.462,5.4856,0.008658009,0.000729182,0.084220505,27,,,,5.2671,32.76276389,-79.856175
CH1,5/26/2021,0.006,0.395,11.9971,0.015189873,0.000500121,0.032924623,27,,,,5.0052,32.75498056,-79.91612222
CH2,5/26/2021,0.003,0.135,5.8901,0.022222222,0.000509329,0.022919815,26.5,,,,4.52,32.79008333,-79.911
CH3,5/26/2021,0.002,0.252,8.3326,0.007936508,0.000240021,0.030242661,26.5,,,,3.2,32.77161667,-79.92473333
CS1,5/26/2021,0.005,0.237,7.5021,0.021097046,0.00066648,0.031591154,27,,,,3.9984,32.71671667,-79.93056389
FB1,5/26/2021,0.005,0.26,7.3556,0.019230769,0.000679754,0.035347218,26,,,,4.2824,32.66033611,-79.94351111
FC1,5/26/2021,0.007,0.365,4.7586,0.019178082,0.001471021,0.076703232,25.5,,,,5.5929,32.89123611,-79.97089167
HC1,5/26/2021,0.005,0.455,5.5286,0.010989011,0.000904388,0.082299316,27,,,,4.3672,32.82426944,-79.88969167
HC2,5/26/2021,0.006,0.246,5.5476,0.024390244,0.001081549,0.0443435,27,,,,4.3672,32.82524444,-79.87728611
JIC1,5/26/2021,0.006,0.268,9.2356,0.02238806,0.00064966,0.029018147,27,,,,5.3958,32.75069722,-79.95013333
JIC2,5/26/2021,0.008,0.439,5.9501,0.018223235,0.001344515,0.073780273,27.5,,,,5.0898,32.7445,-79.97116667
SC1,5/26/2021,0.007,0.405,6.5136,0.017283951,0.001074675,0.062177598,27,,,,4.7223,32.79041667,-79.88506389
SC2,5/26/2021,0.005,0.399,5.8851,0.012531328,0.000849603,0.067798338,27.5,,,,2.3958,32.79319444,-79.87646389
SC3,5/26/2021,0.004,0.309,4.7341,0.012944984,0.000844934,0.065271118,27.5,,,,2.7918,32.80481667,-79.86159722
SR1,5/26/2021,0.007,0.282,5.9701,0.024822695,0.00117251,0.04723539,26,,,,4.5652,32.66838056,-79.99750278
WC1,5/26/2021,0.006,0.162,6.7616,0.037037037,0.000887364,0.023958826,26,,,,5.1084,32.76715278,-79.97273889
WR1,5/26/2021,0.003,0.261,6.0361,0.011494253,0.00049701,0.04323984,27,,,,4.0376,32.85537778,-79.90159167
AR1,6/2/2021,0.0082,0.401,5.3485,0.020448878,0.00153314,0.074974292,26.5,,,,0.273,32.77628333,-79.95345
AR2,6/2/2021,0.0042,0.474,7.792,0.008860759,0.000539014,0.060831622,26,,,,0.273,32.78831111,-79.96333889
AR3,6/2/2021,0.0122,0.453,9.7395,0.026931567,0.001252631,0.046511628,26,,,,0.273,32.83527222,-79.98680278
CC1,6/2/2021,0.0082,0.11,11.3885,0.074545455,0.000720025,0.009658866,26.5,,,,0.266,32.76276389,-79.856175
CH1,6/2/2021,0.0092,0.476,9.7125,0.019327731,0.000947233,0.049009009,26,,,,0.23,32.75498056,-79.91612222
CH2,6/2/2021,0.0062,0.449,2.888,0.013808463,0.002146814,0.155470914,26.5,,,,0.52,32.79008333,-79.911
CH3,6/2/2021,0.0062,0.425,4.2525,0.014588235,0.001457966,0.099941211,27,,,,1.43,32.77161667,-79.92473333
CS1,6/2/2021,0.0072,0.372,5.608,0.019354839,0.00128388,0.066333809,25.5,,,,0.7,32.71671667,-79.93056389
FB1,6/2/2021,0.0102,0.805,6.916,0.012670807,0.001474841,0.116396761,25.5,,,,0.494,32.66033611,-79.94351111
FC1,6/2/2021,0.0092,0.444,5.877,0.020720721,0.001565425,0.075548749,25.5,,,,0.34,32.89123611,-79.97089167
HC1,6/2/2021,0.0062,0.215,5.395,0.028837209,0.001149212,0.039851715,26.5,,,,0.665,32.82426944,-79.88969167
HC2,6/2/2021,0.0012,0.097,5.084,0.012371134,0.000236035,0.019079465,27,,,,0.665,32.82524444,-79.87728611
JIC1,6/2/2021,0.0102,0.467,5.4735,0.021841542,0.001863524,0.085320179,26,,,,0.231,32.75069722,-79.95013333
JIC2,6/2/2021,0.0082,0.622,9.1775,0.01318328,0.00089349,0.067774448,26.5,,,,0.294,32.7445,-79.97116667
SC1,6/2/2021,0.0072,0.336,3.2605,0.021428571,0.00220825,0.103051679,27,,,,0.38,32.79041667,-79.88506389
SC2,6/2/2021,0.0052,0.284,3.472,0.018309859,0.001497696,0.081797235,26.5,,,,1.71,32.79319444,-79.87646389
SC3,6/2/2021,0.0052,0.32,4.095,0.01625,0.001269841,0.078144078,27.5,,,,1.43,32.80481667,-79.86159722
SR1,6/2/2021,0.0022,0.17,5.336,0.012941176,0.000412294,0.03185907,26.5,,,,0.361,32.66838056,-79.99750278
WC1,6/2/2021,0.0122,0.622,7.4095,0.019614148,0.001646535,0.083946285,26,,,,0.2277,32.76715278,-79.97273889
WR1,6/2/2021,0.0032,0.288,7.329,0.011111111,0.000436622,0.039295948,26.5,,,,0.874,32.85537778,-79.90159167
AR1,6/9/2021,0.012,0.639,4.3116,0.018779343,0.00278319,0.148204843,27,,,,4.5147,32.77628333,-79.95345
AR2,6/9/2021,0.008,0.426,4.4446,0.018779343,0.001799937,0.095846645,27.5,,,,4.5854,32.78831111,-79.96333889
AR3,6/9/2021,0.009,0.363,9.1016,0.024793388,0.000988837,0.039883097,28,,,,4.8578,32.83527222,-79.98680278
CC1,6/9/2021,0,0.213,4.8361,0,0,0.044043754,27.5,,,,3.838,32.76276389,-79.856175
CH1,6/9/2021,0.006,0.383,7.6356,0.015665796,0.000785793,0.050159778,27,,,,4.2292,32.75498056,-79.91612222
CH2,6/9/2021,0.005,0.565,4.1051,0.008849558,0.001217997,0.137633675,27,,,,3.84,32.79008333,-79.911
CH3,6/9/2021,0.006,0.555,5.4011,0.010810811,0.001110885,0.102756846,26.5,,,,2.8,32.77161667,-79.92473333
CS1,6/9/2021,0.007,0.586,5.6881,0.011945392,0.001230639,0.103022099,28.5,,,,3.4944,32.71671667,-79.93056389
FB1,6/9/2021,0.007,0.61,7.6061,0.01147541,0.000920314,0.080198788,28,,,,3.8784,32.66033611,-79.94351111
FC1,6/9/2021,0.002,0.323,2.1071,0.00619195,0.000949172,0.153291253,27.5,,,,4.7174,32.89123611,-79.97089167
HC1,6/9/2021,0.006,0.312,3.7831,0.019230769,0.001586001,0.082472047,27.5,,,,3.4295,32.82426944,-79.88969167
HC2,6/9/2021,0.014,1.006,5.9656,0.013916501,0.002346788,0.168633499,28,,,,3.192,32.82524444,-79.87728611
JIC1,6/9/2021,0.011,0.882,10.1526,0.012471655,0.001083466,0.086874298,27.5,,,,4.4472,32.75069722,-79.95013333
JIC2,6/9/2021,0,0,5.9906,,0,0,28.5,,,,4.3044,32.7445,-79.97116667
SC1,6/9/2021,0.006,0.446,8.0051,0.013452915,0.000749522,0.055714482,26.5,,,,3.84,32.79041667,-79.88506389
SC2,6/9/2021,0.005,0.256,6.0241,0.01953125,0.00083,0.042495975,28.5,,,,2.5,32.79319444,-79.87646389
SC3,6/9/2021,0.012,0.941,6.8156,0.012752391,0.001760667,0.138065614,29,,,,2.8,32.80481667,-79.86159722
SR1,6/9/2021,na,,,,,,,,,,,32.66838056,-79.99750278
WC1,6/9/2021,0.006,0.406,4.9396,0.014778325,0.001214673,0.08219289,28,,,,4.3164,32.76715278,-79.97273889
WR1,6/9/2021,0.007,0.513,4.2201,0.013645224,0.001658728,0.1215611,27.5,,,,2.926,32.85537778,-79.90159167
AR1,6/16/2021,0.0084,0.257,10.5576,0.032684825,0.000795635,0.024342654,29,21,,,1.722,32.77628333,-79.95345
AR2,6/16/2021,0.0074,0.326,6.7221,0.022699387,0.001100846,0.04849675,29,19,,,1.449,32.78831111,-79.96333889
AR3,6/16/2021,0.0144,0.629,10.9256,0.022893482,0.001318005,0.057571209,28.5,14,,,1.197,32.83527222,-79.98680278
CC1,6/16/2021,0.0044,0.398,13.8856,0.011055276,0.000316875,0.028662787,28.5,28,,,2.3655,32.76276389,-79.856175
CH1,6/16/2021,0.0044,0.233,14.8456,0.01888412,0.000296384,0.015694886,28.5,23,,,2.2,32.75498056,-79.91612222
CH2,6/16/2021,0.0004,0.088,6.0611,0.004545455,6.60E-05,0.014518817,28.5,23,,,2.77,32.79008333,-79.911
CH3,6/16/2021,0.0034,0.033,10.1141,0.103030303,0.000336164,0.003262772,28.5,23,,,3.55,32.77161667,-79.92473333
CS1,6/16/2021,0.0074,0.244,8.2456,0.030327869,0.000897448,0.02959154,29.5,31,,,2.77,32.71671667,-79.93056389
FB1,6/16/2021,0,0,7.3371,,0,0,28.5,32,,,2.09,32.66033611,-79.94351111
FC1,6/16/2021,0.0144,0.303,5.3611,0.047524752,0.002686016,0.056518252,27,2,,,0.92,32.89123611,-79.97089167
HC1,6/16/2021,0.0014,0.389,5.6286,0.003598972,0.00024873,0.069111324,29,20,,,2.8975,32.82426944,-79.88969167
HC2,6/16/2021,0.0084,0.255,12.1726,0.032941176,0.000690074,0.020948688,29.5,20,,,2.8975,32.82524444,-79.87728611
JIC1,6/16/2021,0.0024,0.25,11.0576,0.0096,0.000217045,0.022608884,29,19,,,2.016,32.75069722,-79.95013333
JIC2,6/16/2021,0.0134,0.619,8.7176,0.021647819,0.00153712,0.071005781,29,14,,,2.016,32.7445,-79.97116667
SC1,6/16/2021,0.0034,0.097,18.8936,0.035051546,0.000179955,0.005134014,29,24,,,2.77,32.79041667,-79.88506389
SC2,6/16/2021,0.0074,0.39,11.8581,0.018974359,0.000624046,0.032888911,28,27,,,3.55,32.79319444,-79.87646389
SC3,6/16/2021,0.0074,0.417,10.1531,0.017745803,0.000728841,0.0410712,27,6,,,3.55,32.80481667,-79.86159722
SR1,6/16/2021,,,,,,,,,,,,32.66838056,-79.99750278
WC1,6/16/2021,0.0074,0.429,15.1281,0.017249417,0.000489156,0.028357824,28,22,,,1.6236,32.76715278,-79.97273889
WR1,6/16/2021,0.0044,0.101,7.2101,0.043564356,0.000610255,0.014008127,29,23,,,3.2769,32.85537778,-79.90159167
AR1,6/23/2021,,,6.205,,,,28,24,,,4.3026,32.77628333,-79.95345
AR2,6/23/2021,,,8.765,,,,27.5,23,,,4.545,32.78831111,-79.96333889
AR3,6/23/2021,,,8.54,,,,27.5,16,,,4.815,32.83527222,-79.98680278
CC1,6/23/2021,,,6.545,,,,27.5,26,,,3.5793,32.76276389,-79.856175
CH1,6/23/2021,,,12.125,,,,27.5,24,,,3.8703,32.75498056,-79.91612222
CH2,6/23/2021,,,6.015,,,,28,24,,,2.67,32.79008333,-79.911
CH3,6/23/2021,,,8.735,,,,28.5,24,,,0.83,32.77161667,-79.92473333
CS1,6/23/2021,,,9.28,,,,27,31,,,2.7234,32.71671667,-79.93056389
FB1,6/23/2021,,,8.815,,,,27.5,34,,,3.4037,32.66033611,-79.94351111
FC1,6/23/2021,,,2.415,,,,27,8,,,4.8513,32.89123611,-79.97089167
HC1,6/23/2021,,,5.87,,,,28,21,,,2.277,32.82426944,-79.88969167
HC2,6/23/2021,,,37.195,,,,28,18,,,1.9008,32.82524444,-79.87728611
JIC1,6/23/2021,,,11.06,,,,27,22,,,4.3452,32.75069722,-79.95013333
JIC2,6/23/2021,,,8.785,,,,27.5,16,,,3.7638,32.7445,-79.97116667
SC1,6/23/2021,,,9.34,,,,27.5,27,,,2.9898,32.79041667,-79.88506389
SC2,6/23/2021,,,11.935,,,,27,23,,,1.5345,32.79319444,-79.87646389
SC3,6/23/2021,,,23.485,,,,27,6,,,1.9008,32.80481667,-79.86159722
SR1,6/23/2021,,,,,,,,,,,,32.66838056,-79.99750278
WC1,6/23/2021,,,8.295,,,,27.5,23,,,3.9501,32.76715278,-79.97273889
WR1,6/23/2021,,,5.34,,,,28.5,22,,,1.5345,32.85537778,-79.90159167
AR1,6/30/2021,0,0,7.0015,,0,0,29,21,,,0.1155,32.77628333,-79.95345
AR2,6/30/2021,0.044,0.974,48.9005,0.045174538,0.000899786,0.019917997,29,19,,,0.1155,32.78831111,-79.96333889
AR3,6/30/2021,0.007,0.29,9.427,0.024137931,0.000742548,0.030762703,29.5,14,,,0.1155,32.83527222,-79.98680278
CC1,6/30/2021,0,0.039,14.3405,0,0,0.00271957,29,30,,,0.5035,32.76276389,-79.856175
CH1,6/30/2021,0.002,0.269,8.524,0.007434944,0.000234632,0.031557954,29,23,,,0.35,32.75498056,-79.91612222
CH2,6/30/2021,0,0.116,4.617,0,0,0.02512454,29,21,,,1,32.79008333,-79.911
CH3,6/30/2021,0,0.167,6.0295,0,0,0.027697156,29,20,,,2.51,32.77161667,-79.92473333
CS1,6/30/2021,0.001,0.086,13.8815,0.011627907,7.20E-05,0.006195296,30,32,,,1.28,32.71671667,-79.93056389
FB1,6/30/2021,0,0.065,7.7845,0,0,0.008349926,29.5,33,,,0.7125,32.66033611,-79.94351111
FC1,6/30/2021,0.007,0.205,3.9525,0.034146341,0.001771031,0.051865908,28.5,5,,,0.07,32.89123611,-79.97089167
HC1,6/30/2021,0.002,0.112,14.271,0.017857143,0.000140144,0.007848084,29,22,,,1.216,32.82426944,-79.88969167
HC2,6/30/2021,0,0.107,21.9105,0,0,0.004883503,29,21,,,1.4915,32.82524444,-79.87728611
JIC1,6/30/2021,0,0.061,7.385,0,0,0.008259986,30,23,,,0.2205,32.75069722,-79.95013333
JIC2,6/30/2021,0.003,0.05,11.441,0.06,0.000262215,0.004370247,29.5,20,,,0.3675,32.7445,-79.97116667
SC1,6/30/2021,0.002,0.229,9.284,0.008733624,0.000215424,0.024666092,30,28,,,0.75,32.79041667,-79.88506389
SC2,6/30/2021,0.002,0.161,8.3655,0.01242236,0.000239077,0.019245712,29.5,27,,,2.2,32.79319444,-79.87646389
SC3,6/30/2021,0.004,0.202,7.581,0.01980198,0.000527635,0.026645561,29.5,16,,,1.88,32.80481667,-79.86159722
SR1,6/30/2021,,,,,,,,,,,,32.66838056,-79.99750278
WC1,6/30/2021,0.008,0.328,10.2715,0.024390244,0.000778854,0.031933019,29.5,25,,,0.2079,32.76715278,-79.97273889
WR1,6/30/2021,0.001,0.159,7.0125,0.006289308,0.000142602,0.022673797,29.5,23,,,1.8612,32.85537778,-79.90159167
AR1,7/7/2021,0.0042,0,7.4946,,0.000560403,0,29.5,25,6.33,0.018592723,3.535,32.77628333,-79.95345
AR2,7/7/2021,0.0022,0,10.6591,,0.000206396,0,30,24,7.8,0.082705562,3.535,32.78831111,-79.96333889
AR3,7/7/2021,0.0052,0.102,12.9476,0.050980392,0.000401619,0.007877908,30,20,14.08,0.331142811,3.9911,32.83527222,-79.98680278
CC1,7/7/2021,0.0022,0.04,7.7106,0.055,0.000285322,0.005187664,29.5,28,6.33,0,2.6481,32.76276389,-79.856175
CH1,7/7/2021,0.0022,0,11.7951,,0.000186518,0,29.5,26,5.65,0.068280173,3.1622,32.75498056,-79.91612222
CH2,7/7/2021,,,,,,,,,NA,NA,0,32.79008333,-79.911
CH3,7/7/2021,0.0032,0.16,7.2891,0.02,0.000439012,0.021950584,,26,7.22,0.061868889,1.63,32.77161667,-79.92473333
CS1,7/7/2021,0.0072,0.109,14.5786,0.066055046,0.000493875,0.007476712,30.5,32,5.65,0.049046322,1.938,32.71671667,-79.93056389
FB1,7/7/2021,0.0072,0.261,9.3816,0.027586207,0.00076746,0.027820414,30.5,33,6.53,0.016989902,2.4108,32.66033611,-79.94351111
FC1,7/7/2021,0.0032,0,4.6396,,0.000689715,0,29.5,11,11.24,0.672543677,4.0376,32.89123611,-79.97089167
HC1,7/7/2021,,,,,,,,,NA,NA,,32.82426944,-79.88969167
HC2,7/7/2021,0.0022,0.081,21.1316,0.027160494,0.000104109,0.003833122,30,21,7.12,0,1.1088,32.82524444,-79.87728611
JIC1,7/7/2021,0.0032,0.167,13.9121,0.019161677,0.000230016,0.012003939,30,24,6.53,0.044237859,3.3252,32.75069722,-79.95013333
JIC2,7/7/2021,0.0072,0,12.7806,,0.000563354,0,30.5,23,5.84,0.368007694,3.3252,32.7445,-79.97116667
SC1,7/7/2021,0.0022,0.127,9.1751,0.017322835,0.000239779,0.013841811,30,28,8.49,0.039429396,2.4477,32.79041667,-79.88506389
SC2,7/7/2021,0.0062,0.27,16.3761,0.022962963,0.000378601,0.016487442,30,26,9.47,0.060266068,1.1144,32.79319444,-79.87646389
SC3,7/7/2021,0.0102,0.217,11.2016,0.047004608,0.000910584,0.019372233,30,22,12.22,0.172463536,1.1144,32.80481667,-79.86159722
SR1,7/7/2021,0.0082,0.23,6.6526,0.035652174,0.001232601,0.034572949,30,33,5.94,0.005770155,2.7573,32.66838056,-79.99750278
WC1,7/7/2021,0.0062,0.23,8.9806,0.026956522,0.000690377,0.025610761,30,24,7.02,0.065074531,3.465,32.76715278,-79.97273889
WR1,7/7/2021,,,,,,,,,NA,NA,,32.85537778,-79.90159167
AR1,7/14/2021,0.011,0.02,6.973,0.55,0.001577513,0.002868206,30,20,8.88,0.18,3.1518,32.77628333,-79.95345
AR2,7/14/2021,0.011,0.04,7.6935,0.275,0.001429778,0.005199194,30,24,9.67,0.216,3.4505,32.78831111,-79.96333889
AR3,7/14/2021,0.018,0.196,7.4265,0.091836735,0.002423753,0.026391975,30,11,9.86,0.879,2.562,32.83527222,-79.98680278
CC1,7/14/2021,0.013,0.273,10.931,0.047619048,0.001189278,0.024974842,30,26,5.06,0.035,2.014,32.76276389,-79.856175
CH1,7/14/2021,0.01,0.038,5.967,0.263157895,0.001675884,0.006368359,,21,7.02,0.148,2.4034,32.75498056,-79.91612222
CH2,7/14/2021,0.009,0,6.347,,0.001417993,0,30,21,6.92,0.035,3.87,32.79008333,-79.911
CH3,7/14/2021,0.01,0.231,4.7745,0.043290043,0.00209446,0.04838203,30,22,4.96,0.028,3.62,32.77161667,-79.92473333
CS1,7/14/2021,0.013,0,9.351,,0.001390226,0,30,33,5.06,0.049,4.1718,32.71671667,-79.93056389
FB1,7/14/2021,0.006,0,5.248,,0.001143293,0,30,34,5.35,0.051,3.7926,32.66033611,-79.94351111
FC1,7/14/2021,0.017,0.024,2.8335,0.708333333,0.005999647,0.00847009,28,2,6.82,0.169,2.12,32.89123611,-79.97089167
HC1,7/14/2021,0.011,0,6.087,,0.00180713,0,29.5,20,7.12,0.06,4.2127,32.82426944,-79.88969167
HC2,7/14/2021,0.011,0.157,10.8835,0.070063694,0.001010704,0.014425507,30,21,6.14,0,4.4084,32.82524444,-79.87728611
JIC1,7/14/2021,0.013,0.071,15.4055,0.183098592,0.000843854,0.004608744,30,20,6.53,0.23,2.84625,32.75069722,-79.95013333
JIC2,7/14/2021,0.014,0.367,10.12,0.038147139,0.001383399,0.036264822,30,18,6.63,0.424,3.1671,32.7445,-79.97116667
SC1,7/14/2021,0.013,0.018,6.3165,0.722222222,0.002058102,0.002849679,30.5,25,5.84,0.062,1.8,32.79041667,-79.88506389
SC2,7/14/2021,0.009,0,11.0325,,0.000815772,0,30,27,6.14,0.019,4.57,32.79319444,-79.87646389
SC3,7/14/2021,0.014,0.233,8.9685,0.060085837,0.001561019,0.025979818,30.5,24,7.41,0.086,4.57,32.80481667,-79.86159722
SR1,7/14/2021,0.011,0,6.103,,0.001802392,0,29.5,28,6.92,0.062,3.5476,32.66838056,-79.99750278
WC1,7/14/2021,0.012,0.11,8.3665,0.109090909,0.001434292,0.013147672,30,20,7.51,0.251,3.0294,32.76715278,-79.97273889
WR1,7/14/2021,0.008,0,6.7975,,0.001176903,0,30,22,5.75,0.046,4.5732,32.85537778,-79.90159167
